id,topic,path,depth
084d58a6,Problem encoding,Formal Sciences > Theoretical Computer Science > Quantum Computation > Adiabatic Quantum Computing > Problem encoding,5
87d5a63c,Spectral gap,Formal Sciences > Theoretical Computer Science > Quantum Computation > Adiabatic Quantum Computing > Spectral gap,5
3e31ac0b,Run-time scaling,Formal Sciences > Theoretical Computer Science > Quantum Computation > Adiabatic Quantum Computing > Run-time scaling,5
1d528a1b,Error suppression,Formal Sciences > Theoretical Computer Science > Quantum Computation > Adiabatic Quantum Computing > Error suppression,5
784064d1,Thermal effects,Formal Sciences > Theoretical Computer Science > Quantum Computation > Adiabatic Quantum Computing > Thermal effects,5
1841549f,Open-system dynamics,Formal Sciences > Theoretical Computer Science > Quantum Computation > Adiabatic Quantum Computing > Open-system dynamics,5
9e3e544e,Stoquasticity,Formal Sciences > Theoretical Computer Science > Quantum Computation > Adiabatic Quantum Computing > Stoquasticity,5
4b3db62f,Equivalence to circuits,Formal Sciences > Theoretical Computer Science > Quantum Computation > Adiabatic Quantum Computing > Equivalence to circuits,5
64d270ba,Quantum annealing,Formal Sciences > Theoretical Computer Science > Quantum Computation > Adiabatic Quantum Computing > Quantum annealing,5
56062413,Adiabatic gates,Formal Sciences > Theoretical Computer Science > Quantum Computation > Adiabatic Quantum Computing > Adiabatic gates,5
8372a27f,Locality constraints,Formal Sciences > Theoretical Computer Science > Quantum Computation > Adiabatic Quantum Computing > Locality constraints,5
f96bdbfb,Perturbative gadgets,Formal Sciences > Theoretical Computer Science > Quantum Computation > Adiabatic Quantum Computing > Perturbative gadgets,5
777e2316,Quantum Key Distribution,Formal Sciences > Theoretical Computer Science > Quantum Computation > Quantum Cryptography > Quantum Key Distribution,5
e0166db0,Quantum Digital Signatures,Formal Sciences > Theoretical Computer Science > Quantum Computation > Quantum Cryptography > Quantum Digital Signatures,5
b5f1d86e,Quantum Secret Sharing,Formal Sciences > Theoretical Computer Science > Quantum Computation > Quantum Cryptography > Quantum Secret Sharing,5
7b50adf5,Quantum Authentication,Formal Sciences > Theoretical Computer Science > Quantum Computation > Quantum Cryptography > Quantum Authentication,5
b3dfcf16,Post-Quantum Cryptography,Formal Sciences > Theoretical Computer Science > Quantum Computation > Quantum Cryptography > Post-Quantum Cryptography,5
324ff86a,Quantum Random Number Generation,Formal Sciences > Theoretical Computer Science > Quantum Computation > Quantum Cryptography > Quantum Random Number Generation,5
77a68a15,Quantum Coin Flipping,Formal Sciences > Theoretical Computer Science > Quantum Computation > Quantum Cryptography > Quantum Coin Flipping,5
71465edd,Quantum Bit Commitment,Formal Sciences > Theoretical Computer Science > Quantum Computation > Quantum Cryptography > Quantum Bit Commitment,5
a05dd090,Anyons,Formal Sciences > Theoretical Computer Science > Quantum Computation > Topological Quantum Computing > Anyons,5
38371b78,Braiding Statistics,Formal Sciences > Theoretical Computer Science > Quantum Computation > Topological Quantum Computing > Braiding Statistics,5
6dec4abe,Fusion Rules,Formal Sciences > Theoretical Computer Science > Quantum Computation > Topological Quantum Computing > Fusion Rules,5
0c3ad15d,Topological Qubits,Formal Sciences > Theoretical Computer Science > Quantum Computation > Topological Quantum Computing > Topological Qubits,5
394f3929,Topological Orders,Formal Sciences > Theoretical Computer Science > Quantum Computation > Topological Quantum Computing > Topological Orders,5
3d6628bd,Modular Functors,Formal Sciences > Theoretical Computer Science > Quantum Computation > Topological Quantum Computing > Modular Functors,5
22bd88cc,Non-Abelian Anyons,Formal Sciences > Theoretical Computer Science > Quantum Computation > Topological Quantum Computing > Non-Abelian Anyons,5
b8d89f8a,Surface Codes,Formal Sciences > Theoretical Computer Science > Quantum Computation > Topological Quantum Computing > Surface Codes,5
ccb15622,TQFT Models,Formal Sciences > Theoretical Computer Science > Quantum Computation > Topological Quantum Computing > TQFT Models,5
8e42fd43,Byzantine Fault Tolerance,Formal Sciences > Theoretical Computer Science > Distributed Computation > Consensus Algorithms > Byzantine Fault Tolerance,5
5b3ee1d9,Leader Election,Formal Sciences > Theoretical Computer Science > Distributed Computation > Consensus Algorithms > Leader Election,5
6763cf95,Atomic Broadcast,Formal Sciences > Theoretical Computer Science > Distributed Computation > Consensus Algorithms > Atomic Broadcast,5
6360ccff,Quorum Systems,Formal Sciences > Theoretical Computer Science > Distributed Computation > Consensus Algorithms > Quorum Systems,5
87c78057,Crash Recovery,Formal Sciences > Theoretical Computer Science > Distributed Computation > Consensus Algorithms > Crash Recovery,5
273446d5,Gossip Protocols,Formal Sciences > Theoretical Computer Science > Distributed Computation > Consensus Algorithms > Gossip Protocols,5
1116df21,Randomized Consensus,Formal Sciences > Theoretical Computer Science > Distributed Computation > Consensus Algorithms > Randomized Consensus,5
bf11cc83,Models of Computation,Formal Sciences > Theoretical Computer Science > Distributed Computation > Distributed Systems Theory > Models of Computation,5
d4dcbf35,Time and Synchrony,Formal Sciences > Theoretical Computer Science > Distributed Computation > Distributed Systems Theory > Time and Synchrony,5
869085c4,Consensus and Agreement,Formal Sciences > Theoretical Computer Science > Distributed Computation > Distributed Systems Theory > Consensus and Agreement,5
e2c1f64b,Asynchrony and Wait-Free,Formal Sciences > Theoretical Computer Science > Distributed Computation > Distributed Systems Theory > Asynchrony and Wait-Free,5
d3941526,Failure Detectors,Formal Sciences > Theoretical Computer Science > Distributed Computation > Distributed Systems Theory > Failure Detectors,5
907b1e37,Impossibility Results,Formal Sciences > Theoretical Computer Science > Distributed Computation > Distributed Systems Theory > Impossibility Results,5
ca3fc764,Communication Primitives,Formal Sciences > Theoretical Computer Science > Distributed Computation > Distributed Systems Theory > Communication Primitives,5
0475adc4,Shared Memory,Formal Sciences > Theoretical Computer Science > Distributed Computation > Distributed Systems Theory > Shared Memory,5
d0acc071,Consistency Models,Formal Sciences > Theoretical Computer Science > Distributed Computation > Distributed Systems Theory > Consistency Models,5
d60d6580,Distributed Coordination,Formal Sciences > Theoretical Computer Science > Distributed Computation > Distributed Systems Theory > Distributed Coordination,5
f704659d,Byzantine Faults,Formal Sciences > Theoretical Computer Science > Distributed Computation > Distributed Systems Theory > Byzantine Faults,5
d82d830a,Network Partitions,Formal Sciences > Theoretical Computer Science > Distributed Computation > Distributed Systems Theory > Network Partitions,5
1a39440a,Self-Stabilization,Formal Sciences > Theoretical Computer Science > Distributed Computation > Distributed Systems Theory > Self-Stabilization,5
2fe33151,Asynchronous Complexity,Formal Sciences > Theoretical Computer Science > Distributed Computation > Distributed Systems Theory > Asynchronous Complexity,5
80fac3b5,Divide-and-Conquer,Formal Sciences > Theoretical Computer Science > Distributed Computation > Parallel Algorithms > Divide-and-Conquer,5
463a3a61,MapReduce Algorithms,Formal Sciences > Theoretical Computer Science > Distributed Computation > Parallel Algorithms > MapReduce Algorithms,5
4c0efef0,PRAM Models,Formal Sciences > Theoretical Computer Science > Distributed Computation > Parallel Algorithms > PRAM Models,5
3d77e76f,Bulk Synchronous,Formal Sciences > Theoretical Computer Science > Distributed Computation > Parallel Algorithms > Bulk Synchronous,5
f60f2a33,Graph Partitioning,Formal Sciences > Theoretical Computer Science > Distributed Computation > Parallel Algorithms > Graph Partitioning,5
f150cf12,Matrix Multiplication,Formal Sciences > Theoretical Computer Science > Distributed Computation > Parallel Algorithms > Matrix Multiplication,5
25ad158d,Sorting Networks,Formal Sciences > Theoretical Computer Science > Distributed Computation > Parallel Algorithms > Sorting Networks,5
cad31f5c,Error Detection,Formal Sciences > Theoretical Computer Science > Distributed Computation > Fault Tolerance > Error Detection,5
4f01e6ba,Fault Recovery,Formal Sciences > Theoretical Computer Science > Distributed Computation > Fault Tolerance > Fault Recovery,5
c5b00bae,Replication,Formal Sciences > Theoretical Computer Science > Distributed Computation > Fault Tolerance > Replication,5
be22cd30,Consensus Protocols,Formal Sciences > Theoretical Computer Science > Distributed Computation > Fault Tolerance > Consensus Protocols,5
af20cf70,Checkpointing,Formal Sciences > Theoretical Computer Science > Distributed Computation > Fault Tolerance > Checkpointing,5
69756fdf,Failure Models,Formal Sciences > Theoretical Computer Science > Distributed Computation > Fault Tolerance > Failure Models,5
90ecb697,Static balancing,Formal Sciences > Theoretical Computer Science > Distributed Computation > Load Balancing > Static balancing,5
083b912c,Dynamic balancing,Formal Sciences > Theoretical Computer Science > Distributed Computation > Load Balancing > Dynamic balancing,5
ebea5109,Online algorithms,Formal Sciences > Theoretical Computer Science > Distributed Computation > Load Balancing > Online algorithms,5
47416dc3,Stochastic models,Formal Sciences > Theoretical Computer Science > Distributed Computation > Load Balancing > Stochastic models,5
4924396e,Adversarial models,Formal Sciences > Theoretical Computer Science > Distributed Computation > Load Balancing > Adversarial models,5
3524a951,Work stealing,Formal Sciences > Theoretical Computer Science > Distributed Computation > Load Balancing > Work stealing,5
f32417a1,Task migration,Formal Sciences > Theoretical Computer Science > Distributed Computation > Load Balancing > Task migration,5
b6eb2ece,Capacity scaling,Formal Sciences > Theoretical Computer Science > Distributed Computation > Load Balancing > Capacity scaling,5
9dbd098d,Heterogeneous systems,Formal Sciences > Theoretical Computer Science > Distributed Computation > Load Balancing > Heterogeneous systems,5
ad615635,Fault-tolerant balancing,Formal Sciences > Theoretical Computer Science > Distributed Computation > Load Balancing > Fault-tolerant balancing,5
c76bdc38,Distributed Transactions,Formal Sciences > Theoretical Computer Science > Distributed Computation > Distributed Databases > Distributed Transactions,5
79135f51,Data Partitioning,Formal Sciences > Theoretical Computer Science > Distributed Computation > Distributed Databases > Data Partitioning,5
c8eab033,Commit Protocols,Formal Sciences > Theoretical Computer Science > Distributed Computation > Distributed Databases > Commit Protocols,5
afc4c5c4,Distributed Query Processing,Formal Sciences > Theoretical Computer Science > Distributed Computation > Distributed Databases > Distributed Query Processing,5
6b1da0bc,Storage Engines,Formal Sciences > Theoretical Computer Science > Distributed Computation > Distributed Databases > Storage Engines,5
1f4913d2,Membership and Failure Detection,Formal Sciences > Theoretical Computer Science > Distributed Computation > Distributed Databases > Membership and Failure Detection,5
dc939fbe,Distributed Recovery,Formal Sciences > Theoretical Computer Science > Distributed Computation > Distributed Databases > Distributed Recovery,5
d6b6a970,Time and Ordering,Formal Sciences > Theoretical Computer Science > Distributed Computation > Distributed Databases > Time and Ordering,5
37df8774,Resource Scheduling,Formal Sciences > Theoretical Computer Science > Distributed Computation > Distributed Databases > Resource Scheduling,5
b690e855,Synchronous Models,Formal Sciences > Theoretical Computer Science > Distributed Computation > Message Passing > Synchronous Models,5
67f5edc3,Asynchronous Models,Formal Sciences > Theoretical Computer Science > Distributed Computation > Message Passing > Asynchronous Models,5
bcfaa4df,Broadcast Protocols,Formal Sciences > Theoretical Computer Science > Distributed Computation > Message Passing > Broadcast Protocols,5
e597f144,Message Complexity,Formal Sciences > Theoretical Computer Science > Distributed Computation > Message Passing > Message Complexity,5
9a1f4b03,Latency Bounds,Formal Sciences > Theoretical Computer Science > Distributed Computation > Message Passing > Latency Bounds,5
2be93693,Computational Security,Formal Sciences > Theoretical Computer Science > Cryptography Theory > Security Models > Computational Security,5
bf244f1b,Information-Theoretic Security,Formal Sciences > Theoretical Computer Science > Cryptography Theory > Security Models > Information-Theoretic Security,5
5d38926e,Game-Based Models,Formal Sciences > Theoretical Computer Science > Cryptography Theory > Security Models > Game-Based Models,5
863c5fa4,Simulation-Based Models,Formal Sciences > Theoretical Computer Science > Cryptography Theory > Security Models > Simulation-Based Models,5
65cf8948,Composable Security,Formal Sciences > Theoretical Computer Science > Cryptography Theory > Security Models > Composable Security,5
942b94dc,Reductionist Security,Formal Sciences > Theoretical Computer Science > Cryptography Theory > Security Models > Reductionist Security,5
9a407fe1,Oracle-Based Models,Formal Sciences > Theoretical Computer Science > Cryptography Theory > Security Models > Oracle-Based Models,5
db8a381a,Black-Box Models,Formal Sciences > Theoretical Computer Science > Cryptography Theory > Security Models > Black-Box Models,5
e4b37ea8,Hardness Assumptions,Formal Sciences > Theoretical Computer Science > Cryptography Theory > Computational Assumptions > Hardness Assumptions,5
fa221723,Random Oracle Model,Formal Sciences > Theoretical Computer Science > Cryptography Theory > Computational Assumptions > Random Oracle Model,5
2c4a0545,Lattice Assumptions,Formal Sciences > Theoretical Computer Science > Cryptography Theory > Computational Assumptions > Lattice Assumptions,5
fd9f0528,Discrete Logarithm,Formal Sciences > Theoretical Computer Science > Cryptography Theory > Computational Assumptions > Discrete Logarithm,5
31c0b949,Factoring Assumptions,Formal Sciences > Theoretical Computer Science > Cryptography Theory > Computational Assumptions > Factoring Assumptions,5
168e6c2c,One-way functions,Formal Sciences > Theoretical Computer Science > Cryptography Theory > Complexity Foundations > One-way functions,5
441d21e7,Reductions theory,Formal Sciences > Theoretical Computer Science > Cryptography Theory > Complexity Foundations > Reductions theory,5
3fee6775,Black-box separations,Formal Sciences > Theoretical Computer Science > Cryptography Theory > Complexity Foundations > Black-box separations,5
3eb6af8d,Min-entropy sources,Formal Sciences > Theoretical Computer Science > Cryptography Theory > Complexity Foundations > Min-entropy sources,5
c0f22410,Fine-grained hardness,Formal Sciences > Theoretical Computer Science > Cryptography Theory > Complexity Foundations > Fine-grained hardness,5
c46fba1b,Quantum hardness,Formal Sciences > Theoretical Computer Science > Cryptography Theory > Complexity Foundations > Quantum hardness,5
ac2df99a,Hash Functions,Formal Sciences > Theoretical Computer Science > Cryptography Theory > Cryptographic Primitives > Hash Functions,5
8672ec8b,Block Ciphers,Formal Sciences > Theoretical Computer Science > Cryptography Theory > Cryptographic Primitives > Block Ciphers,5
e19d1705,Stream Ciphers,Formal Sciences > Theoretical Computer Science > Cryptography Theory > Cryptographic Primitives > Stream Ciphers,5
2e049943,Public Key Cryptography,Formal Sciences > Theoretical Computer Science > Cryptography Theory > Cryptographic Primitives > Public Key Cryptography,5
9f14cd05,Digital Signatures,Formal Sciences > Theoretical Computer Science > Cryptography Theory > Cryptographic Primitives > Digital Signatures,5
c3434f7c,Message Authentication,Formal Sciences > Theoretical Computer Science > Cryptography Theory > Cryptographic Primitives > Message Authentication,5
d541400c,Key Exchange,Formal Sciences > Theoretical Computer Science > Cryptography Theory > Cryptographic Primitives > Key Exchange,5
02b1ae7d,Random Number Generation,Formal Sciences > Theoretical Computer Science > Cryptography Theory > Cryptographic Primitives > Random Number Generation,5
97b37a06,Zero-Knowledge Proofs,Formal Sciences > Theoretical Computer Science > Cryptography Theory > Cryptographic Primitives > Zero-Knowledge Proofs,5
eba87562,Commitment Schemes,Formal Sciences > Theoretical Computer Science > Cryptography Theory > Cryptographic Primitives > Commitment Schemes,5
7b161dfe,Secret Sharing,Formal Sciences > Theoretical Computer Science > Cryptography Theory > Cryptographic Primitives > Secret Sharing,5
465aae22,Security Reductions,Formal Sciences > Theoretical Computer Science > Cryptography Theory > Reductionist Proofs > Security Reductions,5
2ba88959,Hardness Reductions,Formal Sciences > Theoretical Computer Science > Cryptography Theory > Reductionist Proofs > Hardness Reductions,5
722ba149,Standard Model Proofs,Formal Sciences > Theoretical Computer Science > Cryptography Theory > Reductionist Proofs > Standard Model Proofs,5
a997c428,Generic Group Model,Formal Sciences > Theoretical Computer Science > Cryptography Theory > Reductionist Proofs > Generic Group Model,5
06d6a67f,Algebraic Group Model,Formal Sciences > Theoretical Computer Science > Cryptography Theory > Reductionist Proofs > Algebraic Group Model,5
74d2923c,Idealized Cipher Model,Formal Sciences > Theoretical Computer Science > Cryptography Theory > Reductionist Proofs > Idealized Cipher Model,5
cebf000b,Direct Product Theorems,Formal Sciences > Theoretical Computer Science > Cryptography Theory > Hardness Amplification > Direct Product Theorems,5
e4adc940,Yao's XOR Lemma,Formal Sciences > Theoretical Computer Science > Cryptography Theory > Hardness Amplification > Yao's XOR Lemma,5
65ae84d3,Impagliazzo's Hardcore Lemma,Formal Sciences > Theoretical Computer Science > Cryptography Theory > Hardness Amplification > Impagliazzo's Hardcore Lemma,5
a598c9a9,Error Reduction,Formal Sciences > Theoretical Computer Science > Cryptography Theory > Hardness Amplification > Error Reduction,5
2e845be0,Seeded Extractors,Formal Sciences > Theoretical Computer Science > Cryptography Theory > Randomness Extractors > Seeded Extractors,5
6b917bf0,Seedless Extractors,Formal Sciences > Theoretical Computer Science > Cryptography Theory > Randomness Extractors > Seedless Extractors,5
d2f54389,Deterministic Extractors,Formal Sciences > Theoretical Computer Science > Cryptography Theory > Randomness Extractors > Deterministic Extractors,5
d8b52ccb,Dispersers,Formal Sciences > Theoretical Computer Science > Cryptography Theory > Randomness Extractors > Dispersers,5
b70a6b0f,Condensers,Formal Sciences > Theoretical Computer Science > Cryptography Theory > Randomness Extractors > Condensers,5
d84f5442,Privacy Amplification,Formal Sciences > Theoretical Computer Science > Cryptography Theory > Randomness Extractors > Privacy Amplification,5
44615fbc,Leftover Hash,Formal Sciences > Theoretical Computer Science > Cryptography Theory > Randomness Extractors > Leftover Hash,5
eab15eb7,Secure Function Evaluation,Formal Sciences > Theoretical Computer Science > Cryptography Theory > Multiparty Computation > Secure Function Evaluation,5
de7ce744,Private Set Intersection,Formal Sciences > Theoretical Computer Science > Cryptography Theory > Multiparty Computation > Private Set Intersection,5
690e3c20,Oblivious Transfer,Formal Sciences > Theoretical Computer Science > Cryptography Theory > Multiparty Computation > Oblivious Transfer,5
c9812ba6,Threshold Cryptography,Formal Sciences > Theoretical Computer Science > Cryptography Theory > Multiparty Computation > Threshold Cryptography,5
2c4970f0,Byzantine Agreement,Formal Sciences > Theoretical Computer Science > Cryptography Theory > Multiparty Computation > Byzantine Agreement,5
3b9e352e,Garbled Circuits,Formal Sciences > Theoretical Computer Science > Cryptography Theory > Multiparty Computation > Garbled Circuits,5
cffc7694,Zero-Knowledge Protocols,Formal Sciences > Theoretical Computer Science > Cryptography Theory > Zero-Knowledge > Zero-Knowledge Protocols,5
382baf3e,Non-Interactive Proofs,Formal Sciences > Theoretical Computer Science > Cryptography Theory > Zero-Knowledge > Non-Interactive Proofs,5
e82690ce,Lattice-Based,Formal Sciences > Theoretical Computer Science > Cryptography Theory > Post-Quantum Assumptions > Lattice-Based,5
ebd96d08,Code-Based,Formal Sciences > Theoretical Computer Science > Cryptography Theory > Post-Quantum Assumptions > Code-Based,5
2b2f41f0,Multivariate,Formal Sciences > Theoretical Computer Science > Cryptography Theory > Post-Quantum Assumptions > Multivariate,5
ef2c9ae3,Hash-Based,Formal Sciences > Theoretical Computer Science > Cryptography Theory > Post-Quantum Assumptions > Hash-Based,5
ca044fe5,Isogeny-Based,Formal Sciences > Theoretical Computer Science > Cryptography Theory > Post-Quantum Assumptions > Isogeny-Based,5
19f2b38b,Revenue Optimization,Formal Sciences > Theoretical Computer Science > Algorithmic Game Theory > Algorithmic Pricing > Revenue Optimization,5
cf29ee07,Dynamic Pricing,Formal Sciences > Theoretical Computer Science > Algorithmic Game Theory > Algorithmic Pricing > Dynamic Pricing,5
0f84e911,Matching Markets,Formal Sciences > Theoretical Computer Science > Algorithmic Game Theory > Algorithmic Pricing > Matching Markets,5
9aa36fe5,Pricing Algorithms,Formal Sciences > Theoretical Computer Science > Algorithmic Game Theory > Algorithmic Pricing > Pricing Algorithms,5
db3069c7,Nash Equilibria,Formal Sciences > Theoretical Computer Science > Algorithmic Game Theory > Computational Equilibria > Nash Equilibria,5
18641546,Correlated Equilibria,Formal Sciences > Theoretical Computer Science > Algorithmic Game Theory > Computational Equilibria > Correlated Equilibria,5
ed62df61,Market Equilibria,Formal Sciences > Theoretical Computer Science > Algorithmic Game Theory > Computational Equilibria > Market Equilibria,5
d700b4f5,Approximate Equilibria,Formal Sciences > Theoretical Computer Science > Algorithmic Game Theory > Computational Equilibria > Approximate Equilibria,5
90905983,Dynamic Equilibria,Formal Sciences > Theoretical Computer Science > Algorithmic Game Theory > Computational Equilibria > Dynamic Equilibria,5
4bf77ecd,Stackelberg Equilibria,Formal Sciences > Theoretical Computer Science > Algorithmic Game Theory > Computational Equilibria > Stackelberg Equilibria,5
414a0953,Competitive Equilibria,Formal Sciences > Theoretical Computer Science > Algorithmic Game Theory > Computational Equilibria > Competitive Equilibria,5
b3ae8ec8,Cooperative Equilibria,Formal Sciences > Theoretical Computer Science > Algorithmic Game Theory > Computational Equilibria > Cooperative Equilibria,5
1808722a,Worst-case Analysis,Formal Sciences > Theoretical Computer Science > Algorithmic Game Theory > Competitive Analysis > Worst-case Analysis,5
3bbb0cd1,Competitive Ratio,Formal Sciences > Theoretical Computer Science > Algorithmic Game Theory > Competitive Analysis > Competitive Ratio,5
3961c288,Randomized Algorithms,Formal Sciences > Theoretical Computer Science > Algorithmic Game Theory > Competitive Analysis > Randomized Algorithms,5
17c3f0b9,Stable Matching,Formal Sciences > Theoretical Computer Science > Algorithmic Game Theory > Matching Theory > Stable Matching,5
39322d6f,Assignment Games,Formal Sciences > Theoretical Computer Science > Algorithmic Game Theory > Matching Theory > Assignment Games,5
3df39e3b,Auction Matching,Formal Sciences > Theoretical Computer Science > Algorithmic Game Theory > Matching Theory > Auction Matching,5
e10743cb,Online Matching,Formal Sciences > Theoretical Computer Science > Algorithmic Game Theory > Matching Theory > Online Matching,5
4acf0b22,Random Matching,Formal Sciences > Theoretical Computer Science > Algorithmic Game Theory > Matching Theory > Random Matching,5
fe4b8083,Fair Division,Formal Sciences > Theoretical Computer Science > Algorithmic Game Theory > Matching Theory > Fair Division,5
c80aaf51,Congestion Games,Formal Sciences > Theoretical Computer Science > Algorithmic Game Theory > Network Games > Congestion Games,5
8c48f520,Routing Games,Formal Sciences > Theoretical Computer Science > Algorithmic Game Theory > Network Games > Routing Games,5
1c0cc9e7,Network Formation,Formal Sciences > Theoretical Computer Science > Algorithmic Game Theory > Network Games > Network Formation,5
65200e7f,Network Coordination,Formal Sciences > Theoretical Computer Science > Algorithmic Game Theory > Network Games > Network Coordination,5
f9d3ed05,Network Security Games,Formal Sciences > Theoretical Computer Science > Algorithmic Game Theory > Network Games > Network Security Games,5
0e80d676,Influence Games,Formal Sciences > Theoretical Computer Science > Algorithmic Game Theory > Network Games > Influence Games,5
1daaf85a,Network Resource Sharing,Formal Sciences > Theoretical Computer Science > Algorithmic Game Theory > Network Games > Network Resource Sharing,5
36dd2583,Network Matching,Formal Sciences > Theoretical Computer Science > Algorithmic Game Theory > Network Games > Network Matching,5
3631edcb,Social Welfare Functions,Formal Sciences > Theoretical Computer Science > Algorithmic Game Theory > Social Choice > Social Welfare Functions,5
f840afba,Preference Aggregation,Formal Sciences > Theoretical Computer Science > Algorithmic Game Theory > Social Choice > Preference Aggregation,5
aef10aac,Impossibility Theorems,Formal Sciences > Theoretical Computer Science > Algorithmic Game Theory > Social Choice > Impossibility Theorems,5
82ed65cc,Stretch Functions,Formal Sciences > Theoretical Computer Science > Pseudo‑randomness > Pseudorandom Generators > Stretch Functions,5
8dc19cab,Security Notions,Formal Sciences > Theoretical Computer Science > Pseudo‑randomness > Pseudorandom Generators > Security Notions,5
c1ffd38a,Seeded Constructions,Formal Sciences > Theoretical Computer Science > Pseudo‑randomness > Pseudorandom Generators > Seeded Constructions,5
3a494662,Explicit Constructions,Formal Sciences > Theoretical Computer Science > Pseudo‑randomness > Pseudorandom Generators > Explicit Constructions,5
9c197345,Black‑Box Transformations,Formal Sciences > Theoretical Computer Science > Pseudo‑randomness > Pseudorandom Generators > Black‑Box Transformations,5
c03dbfc1,Entropy Requirements,Formal Sciences > Theoretical Computer Science > Pseudo‑randomness > Pseudorandom Generators > Entropy Requirements,5
ead3e48e,Output Expansion,Formal Sciences > Theoretical Computer Science > Pseudo‑randomness > Pseudorandom Generators > Output Expansion,5
70f8a3ee,Seed Length,Formal Sciences > Theoretical Computer Science > Pseudo‑randomness > Pseudorandom Generators > Seed Length,5
3106524d,Indistinguishability Amplification,Formal Sciences > Theoretical Computer Science > Pseudo‑randomness > Computational Indistinguishability > Indistinguishability Amplification,5
6ac39ddf,Statistical Distance,Formal Sciences > Theoretical Computer Science > Pseudo‑randomness > Computational Indistinguishability > Statistical Distance,5
52daf725,Distinguishing Attacks,Formal Sciences > Theoretical Computer Science > Pseudo‑randomness > Computational Indistinguishability > Distinguishing Attacks,5
9c270e06,Spectral expansion,Formal Sciences > Theoretical Computer Science > Pseudo‑randomness > Expander Graphs > Spectral expansion,5
adf8a22b,Edge expansion,Formal Sciences > Theoretical Computer Science > Pseudo‑randomness > Expander Graphs > Edge expansion,5
c2cec5c0,Vertex expansion,Formal Sciences > Theoretical Computer Science > Pseudo‑randomness > Expander Graphs > Vertex expansion,5
5768d6ce,Random walks,Formal Sciences > Theoretical Computer Science > Pseudo‑randomness > Expander Graphs > Random walks,5
e0532479,Expander constructions,Formal Sciences > Theoretical Computer Science > Pseudo‑randomness > Expander Graphs > Expander constructions,5
64438580,Explicit families,Formal Sciences > Theoretical Computer Science > Pseudo‑randomness > Expander Graphs > Explicit families,5
8f3780e4,Zig‑zag product,Formal Sciences > Theoretical Computer Science > Pseudo‑randomness > Expander Graphs > Zig‑zag product,5
f5dc86fa,Cheeger inequalities,Formal Sciences > Theoretical Computer Science > Pseudo‑randomness > Expander Graphs > Cheeger inequalities,5
58cfb3e2,Expander codes,Formal Sciences > Theoretical Computer Science > Pseudo‑randomness > Expander Graphs > Expander codes,5
b695f2dd,Ramanujan graphs,Formal Sciences > Theoretical Computer Science > Pseudo‑randomness > Expander Graphs > Ramanujan graphs,5
daa152bc,Mixing time,Formal Sciences > Theoretical Computer Science > Pseudo‑randomness > Expander Graphs > Mixing time,5
60cf027f,Small‑set expansion,Formal Sciences > Theoretical Computer Science > Pseudo‑randomness > Expander Graphs > Small‑set expansion,5
05b456ef,Unique games link,Formal Sciences > Theoretical Computer Science > Pseudo‑randomness > Expander Graphs > Unique games link,5
445a278d,Isoperimetric bounds,Formal Sciences > Theoretical Computer Science > Pseudo‑randomness > Expander Graphs > Isoperimetric bounds,5
c5e30173,PRF definitions,Formal Sciences > Theoretical Computer Science > Pseudo‑randomness > Pseudorandom Functions > PRF definitions,5
ab5028be,Constructions,Formal Sciences > Theoretical Computer Science > Pseudo‑randomness > Pseudorandom Functions > Constructions,5
c3fd9882,Modes of security,Formal Sciences > Theoretical Computer Science > Pseudo‑randomness > Pseudorandom Functions > Modes of security,5
0bfd151e,Keyed families,Formal Sciences > Theoretical Computer Science > Pseudo‑randomness > Pseudorandom Functions > Keyed families,5
4647cdb3,Domain extension,Formal Sciences > Theoretical Computer Science > Pseudo‑randomness > Pseudorandom Functions > Domain extension,5
3e85bb86,Learning hardness,Formal Sciences > Theoretical Computer Science > Pseudo‑randomness > Pseudorandom Functions > Learning hardness,5
99ec12f5,Leakage resilience,Formal Sciences > Theoretical Computer Science > Pseudo‑randomness > Pseudorandom Functions > Leakage resilience,5
59d12f90,Quantum security,Formal Sciences > Theoretical Computer Science > Pseudo‑randomness > Pseudorandom Functions > Quantum security,5
8379b9bd,Instantiations,Formal Sciences > Theoretical Computer Science > Pseudo‑randomness > Pseudorandom Functions > Instantiations,5
2800c287,Displacement vectors,Physical Sciences > Physics > Classical Mechanics > Kinematics > Displacement vectors,5
a6704704,Velocity,Physical Sciences > Physics > Classical Mechanics > Kinematics > Velocity,5
14ad866a,Acceleration,Physical Sciences > Physics > Classical Mechanics > Kinematics > Acceleration,5
d61d774d,Trajectory,Physical Sciences > Physics > Classical Mechanics > Kinematics > Trajectory,5
e61e2657,Relative motion,Physical Sciences > Physics > Classical Mechanics > Kinematics > Relative motion,5
5b490f64,Coordinate systems,Physical Sciences > Physics > Classical Mechanics > Kinematics > Coordinate systems,5
9b9bfcc8,Kinematic equations,Physical Sciences > Physics > Classical Mechanics > Kinematics > Kinematic equations,5
1d77fd13,Curvilinear motion,Physical Sciences > Physics > Classical Mechanics > Kinematics > Curvilinear motion,5
2dbc8b55,Rotational kinematics,Physical Sciences > Physics > Classical Mechanics > Kinematics > Rotational kinematics,5
9d310b0a,Kinetics,Physical Sciences > Physics > Classical Mechanics > Dynamics > Kinetics,5
